system:index,total_evaporation_daily
19800507,-0.002737995740314213
19800508,-0.0016634681089574771
19800509,-0.002263674298126586
19800510,-0.0038172124462853407
19800511,-0.004339236965571042
19800512,-0.004444480985523508
19800513,-0.004668231340601859
19800514,-0.003778918915182386
19800515,-0.004352189433980923
19800516,-0.003635505056002373
19800517,-0.003326536389243457
19800518,-0.003420407497943113
19800519,-0.0034038346012734725
19800520,-0.003279929911665845
19800521,-0.0032567439112563034
19800522,-0.0033804912485925747
19800523,-0.003972365537680756
19800524,-0.0019467404195154894
19800525,-0.0018879567963352578
19800526,-0.0028394297585237014
19800527,-0.0027014579535245414
19800528,-0.002598480994988756
19800529,-0.001849540373740204
19800530,-0.0025655358606462373
19800531,-0.002423096383911131
19800601,-0.0021036314362339005
19800602,-0.0031739118599384414
19800603,-0.0006519435116521094
19800604,-0.0032646016941723266
19800605,-0.0037647280562178678
19800606,-0.0033528911493391354
19800607,-0.0027027389727040784
19800608,-0.0027036908454861983
19800609,-0.002816747963487163
19800610,-0.0022809304391914836
19800611,-0.00327750239095908
19800612,-0.004156247135194437
19800613,-0.00393857786843134
19800614,-0.004275312471213932
19800615,-0.0036321506823680304
19800616,-0.0023815958059375947
19800617,-0.0028255373838389384
19800618,-0.0032830562779705232
19800619,-0.0013482814185502524
19800620,-0.003762417500358724
19800621,-0.002474602561328307
19800622,-0.003063500392480964
19800623,-0.0037499320624988365
19800624,-0.0029440899254676526
19800625,-0.003453821781623465
19800626,-0.002851412605661131
19800627,-0.003323972204055629
19800628,-0.0014495174393089074
19800629,-0.0031890149175031594
19800630,-0.003082806968841934
19800701,-0.002883143061405044
19800702,-0.0026895452306478105
19800703,-0.002978506428621573
19800704,-0.0018546719174860125
19800705,-0.0025797931199106443
19800706,-0.002584734071283767
19800707,-0.0030956091311315284
19800708,-0.002708256853883092
19800709,-0.0025036923882565095
19800710,-0.0015157251909415656
19800711,-0.0012920285383832665
19800712,-0.0020750417950237718
19800713,-0.0013263417148893634
19800714,-0.0016523728129419857
19800715,-0.0009019403809301322
19800716,-0.0030310857469071726
19800717,-0.0027533795177900706
19800718,-0.0015701809464131234
19800719,-0.001857113352943795
19800720,-0.0017330265756832575
19800721,-0.0026474709091788224
19800722,-0.0036887237421425667
19800723,-0.004156913984969728
19800724,-0.004146144094443612
19800725,-0.00468087058071058
19800726,-0.0040211575139947504
19800727,-0.002374618605909585
19800728,-0.003214565853819705
19800729,-0.004012907083638454
19800730,-0.0035242652697643644
19800731,-0.003547370358577726
19800801,-0.004273894294052287
19800802,-0.004383284183153178
19800803,-0.003306026534928374
19800804,-0.003997060128048273
19800805,-0.0032558956774002092
19800806,-0.002943288242050531
19800807,-0.0038061791658986176
19800808,-0.002732256065666853
19800809,-0.0023937048076460407
19800810,-0.0028479037266720456
19800811,-0.0029520858156676716
19800812,-0.003560994159470808
19800813,-0.0014855718204524512
19800814,-0.002381264748254041
19800815,-0.0029023344829852194
19800816,-0.0013812751066665737
19800817,-0.001574765652293565
19800818,-0.002596609079654304
19800819,-0.0022504509448029934
19800820,-0.002812270275025049
19800821,-0.0024839203259698346
19800822,-0.0025657871978419125
19800823,-0.0023432252872551055
19800824,-0.0022115636628823867
19800825,-0.00309533586400099
19800826,-0.00245126552697283
19800827,-0.001618116932359509
19800828,-0.002392197369045768
19800829,-0.0024015614429365225
19800830,-0.003097663912473256
19800831,-0.0019115937771859938
19800901,-0.0021129812945274375
19800902,-0.0030008519520799684
19800903,-0.0030606442280505554
19800904,-0.0025638699807650003
19800905,-0.0016954825899589332
19800906,-0.0021929189033222957
19800907,-0.002902623472267371
19800908,-0.002495330837907177
19800909,-0.0024988357746709277
19800910,-0.001681309852880122
19800911,-0.0024038588686924028
19800912,-0.0019305296185299936
19800913,-0.0025314845840885935
19800914,-0.001494655839996446
19800915,-0.00163762137663397
19800916,-0.002288065117153953
19800917,-0.0017750178656409826
19800918,-0.0020308691620215444
19800919,-0.002311815697902921
19800920,-0.0023827347847684512
19800921,-0.001799900146146067
19800922,-0.0016758504953371983
19800923,-0.0017049731931174986
19800924,-0.0015733528698225815
19800925,-0.0011762434223536818
19800926,-0.0015922836860763577
19800927,-0.0015128923731517105
19800928,-0.0018786319309623135
19800929,-0.0016957353888047793
19800930,-0.0009227286329990632
19801001,-0.0012903696829999944
19801002,-0.001300241579657499
19801003,-0.00151189467850028
19801004,-0.0011842681549610406
19801005,-0.0011078923867763454
19801006,-0.0009583173413921967
19801007,-0.0021442323207365344
19801008,-0.001948568274808954
19801009,-0.001346784994968646
19801010,-0.0010281037518410454
19801011,-0.0013138105735223406
19801012,-0.0010397757155677862
19801013,-0.0010415582265579516
19801014,-0.0008605519228637304
19801015,-0.000904971485695481
19801016,-0.0013850949727134089
19801017,-0.0006157274195647791
19801018,-0.0009678701183398874
19801019,-0.0011517986344816878
19801020,-0.000739349737700146
19801021,-0.0009769753373140456
19801022,-0.0010149163045824528
19801023,-0.0014036653064265444
19801024,-0.0013614701353148089
19801025,-0.0008884419055334089
19801026,-0.0006326513925703883
19801027,-0.0004238734460307754
19801028,-0.001112649301853609
19801029,-0.001053050391046745
19801030,-0.0007596180998448186
19801031,-0.0007626241096953064
19801101,-0.0009180296546740588
19801102,-0.0008837102856141548
19801103,-0.000596460542766956
19801104,-0.00033100947392144457
19801105,-0.0002892876640480669
19801106,-0.0002640817283672606
19801107,-0.0002958961469511306
19801108,-0.00029255598477344905
19801109,-0.0005357165825978279
19801110,-0.000510566266138569
19801111,-0.00020694913846600025
19801112,-0.00016851530722411222
19801113,-0.00020902383992183772
19801114,-0.0003807193049964818
19801115,-0.001123731726712604
19801116,-0.001252225838606646
19801117,-0.0006345661134545039
19801118,-0.001491999109541619
19801119,-0.0004133864337573008
19801120,-0.0004930664616754574
19801121,-0.00040069268834576723
19801122,-0.0003774708751253086
19801123,-0.00035117458314539053
19801124,-0.00028009623128097633
19801125,-0.00024187002931487007
19801126,-0.0006553492658283253
19801127,-0.0004676798156740562
19801128,-0.0004170991615442704
19801129,-0.0004788775688023546
19801130,-0.0007186610534403831
19801201,-0.0005294328253031846
19801202,-0.00025243137202810674
19801203,-9.465199519143864e-05
19801204,-0.000147968981742853
19801205,0.00011489904934290252
19801206,-0.00032685871834758673
19801207,-9.484539097805518e-05
19801208,-2.2217702067717216e-05
19801209,-1.4915035537262456e-05
19801210,-0.0007841614649033009
19801211,-0.0007838580357052673
19801212,-4.444177393332409e-05
19801213,-0.0007051142258883674
19801214,0.0002464815595886718
19801215,-0.0010636589236749155
19801216,-0.0004221060622071323
19801217,-0.00018305877476665656
19801218,-0.00037729586525886015
19801219,-0.00025055020523263887
19801220,-0.0001253433154442143
19801221,-0.0002838549713410364
19801222,-0.00024194890097204726
19801223,0.0002668545096052044
19801224,0.00010313353787002276
19801225,-0.000387767854297762
19801226,-0.00043735117914983916
19801227,-0.0004022552482795668
19801228,-0.00020584631568598132
19801229,-7.009725885646184e-05
19801230,-3.984219313971286e-05
19801231,-0.00028007839061825997
19810101,-0.0009141394422222738
19810102,-0.00024889968389924655
19810103,-0.0007770937993174093
19810104,-0.0008869590026575478
19810105,-0.0004336681493138557
19810106,-0.00041581071143317443
19810107,-0.00021864399106180516
19810108,-0.0001233895267597377
19810109,-0.0002164320545522201
19810110,-0.00013787090790993647
19810111,-0.00047933679069733206
19810112,-0.00025849205460911305
19810113,-0.00022764987812063276
19810114,-0.00023402854066967397
19810115,-0.00035336741224893274
19810116,-0.0003830961854369066
19810117,6.885407404762819e-05
19810118,-0.00027742794812721347
19810119,-9.26848327426761e-05
19810120,-0.0003942638087816033
19810121,-0.00021965824630951715
19810122,-0.00013109926278445015
19810123,-0.00011697856388694067
19810124,-7.4164947155489e-05
19810125,8.901659975610105e-05
19810126,-0.00018580157462774492
19810127,-0.0001644718641231431
19810128,-0.0001949887544135837
19810129,-0.0002663374988178014
19810130,-0.00010410058695386153
19810131,-6.872740646051124e-05
19810201,-3.064796043217849e-05
19810202,-1.6024389709573037e-05
19810203,-0.00026248570516283434
19810204,-0.0002591799555660981
19810205,-0.0006448785055684131
19810206,0.00011677888940868862
19810207,0.0002645696556982803
19810208,-0.0005301591206950733
19810209,-0.0005603880897432519
19810210,-0.0010863841652552111
19810211,-0.0006563462849691207
19810212,-0.00027809053086609586
19810213,-0.0001730148155412866
19810214,-0.00012468759282690758
19810215,-9.071551067292794e-05
19810216,-0.00017658257786550916
19810217,-0.0002561277743663969
19810218,-0.00033540729751259184
19810219,-0.00021490508824613522
19810220,-0.0001403529188651525
19810221,-0.00016865512201984567
19810222,-0.00020639113944539343
19810223,-0.00015563435487949838
19810224,-0.00024031154224644916
19810225,-0.0004261237096199421
19810226,-0.0005512011630234256
19810227,-0.000710627950884127
19810228,-0.00047085206178552706
19810301,-0.0006937571525859414
19810302,-0.0007051807393811732
19810303,-0.0005585776902131251
19810304,-0.0007288513420025943
19810305,-0.0005004101476591304
19810306,-0.0003582893757471151
19810307,-0.0004105466412356868
19810308,-0.0011392242974436607
19810309,-0.0008233296997059743
19810310,-0.0006363672248690081
19810311,-0.0017192571304049682
19810312,-0.0011376949221097428
19810313,-0.0014335620886215153
19810314,-0.001897321576630745
19810315,-0.0012181824085091167
19810316,-0.0009981759786992805
19810317,-0.0012589433580610235
19810318,-0.0011389847097106906
19810319,-0.0009974240113302488
19810320,-0.0016704927148670325
19810321,-0.0020713927754746407
19810322,-0.00203647594820374
19810323,-0.0010543274169832028
19810324,-0.0017052908812386614
19810325,-0.0019750246758344905
19810326,-0.0022200709428833536
19810327,-0.002355399828594439
19810328,-0.002263052568785086
19810329,-0.0021980857024866737
19810330,-0.0016170216339646715
19810331,-0.0014325666029053226
19810401,-0.0008860942994219044
19810402,-0.0011958036507133593
19810403,-0.0013803477872563236
19810404,-0.0008332513327512737
19810405,-0.0012868378549705248
19810406,-0.0015290226623995984
19810407,-0.0021709427517169026
19810408,-0.0019651217847606443
19810409,-0.002243670849646974
19810410,-0.0032555282079210724
19810411,-0.002236554844369478
19810412,-0.00235234665128818
19810413,-0.0021990351736773735
19810414,-0.002742943703011223
19810415,-0.0035545154945328303
19810416,-0.0034586559917745624
19810417,-0.002956579218995167
19810418,-0.0024544780879032914
19810419,-0.0019720119868447063
19810420,-0.002588817968561972
19810421,-0.0026248444561687454
19810422,-0.00197987932008381
19810423,-0.0019823751633764233
19810424,-0.0027139339072915713
19810425,-0.0023235041831764958
19810426,-0.0012149342617096242
19810427,-0.0009424750669913975
19810428,-0.001595041747854228
19810429,-0.0006431605871207793
19810430,-0.000708334487155786
19810501,-0.0013771814574578417
19810502,-0.0023796651005034016
19810503,-0.002326749652544923
19810504,-0.001846421636061681
19810505,-0.002873848600084436
19810506,-0.0011035772014100435
19810507,-0.003537667320599992
19810508,-0.0022640336543304665
19810509,-0.004015672820986653
19810510,-0.003804969586110728
19810511,-0.0017045484656455347
19810512,-0.0031070370357724436
19810513,-0.0029491153396595197
19810514,-0.0021566529265721036
19810515,-0.002724533473752559
19810516,-0.0029224839499903815
19810517,-0.0034115361747687084
19810518,-0.0033405165919973417
19810519,-0.003798464240758445
19810520,-0.004170408561942037
19810521,-0.004835540021340975
19810522,-0.0037746363703372986
19810523,-0.002631632382020689
19810524,-0.003999465557838992
19810525,-0.002035537850614791
19810526,-0.0024358713002667802
19810527,-0.002753843891471093
19810528,-0.0027061922464200047
19810529,-0.002369336039820556
19810530,-0.00328066560471612
19810531,-0.004210322857479266
19810601,-0.0037868510520415637
19810602,-0.004398450370753412
19810603,-0.002709454474032128
19810604,-0.0022905193950039527
19810605,-0.003224389190571122
19810606,-0.002807980094318426
19810607,-0.0034564179825637693
19810608,-0.002630089735968145
19810609,-0.0017289726129848405
19810610,-0.0034954507678546364
19810611,-0.004464563609520148
19810612,-0.0023170218560870596
19810613,-0.0042411791021231635
19810614,-0.004483840704284284
19810615,-0.004834219931851547
19810616,-0.003148099147797795
19810617,-0.0031023073236401554
19810618,-0.002341753055024326
19810619,-0.002488914461012873
19810620,-0.0014116407035810314
19810621,-0.0032572982991926477
19810622,-0.002733635516912826
19810623,-0.0038290703546953533
19810624,-0.0032985374304281318
19810625,-0.003532431325719419
19810626,-0.002875162698566569
19810627,-0.002145830162121398
19810628,-0.0025177687462803987
19810629,-0.0017062912228554671
19810630,-0.0023720448977044154
19810701,-0.0026250075112695575
19810702,-0.003203755150962982
19810703,-0.0026429789105224385
19810704,-0.003158107327717791
19810705,-0.0027775100569498684
19810706,-0.003461383261124047
19810707,-0.0034686129425530367
19810708,-0.004906230673378171
19810709,-0.0036904048333933877
19810710,-0.0030559706399592252
19810711,-0.002996743658180855
19810712,-0.0027019697384515953
19810713,-0.0029740894823296737
19810714,-0.002629881489783675
19810715,-0.002260735967837063
19810716,-0.0032788862212547822
19810717,-0.0024321659433821255
19810718,-0.003364976480108116
19810719,-0.002609657744392416
19810720,-0.0014385889994436305
19810721,-0.0022108489085003635
19810722,-0.0026893725036525986
19810723,-0.002541706527320603
19810724,-0.0032155634783789366
19810725,-0.00238807596112299
19810726,-0.0024958817240473656
19810727,-0.0031621214603394926
19810728,-0.002833066518046617
19810729,-0.003608062303061929
19810730,-0.0035883380727029716
19810731,-0.0030228257560490045
19810801,-0.0023154833379172967
19810802,-0.002283634267695241
19810803,-0.0032528990104447393
19810804,-0.003837382939050385
19810805,-0.004196498328093399
19810806,-0.004351890898128062
19810807,-0.0026858560045461663
19810808,-0.003193300434258835
19810809,-0.0013784583014411168
19810810,-0.0014876185460045161
19810811,-0.001674938996393325
19810812,-0.0026163651651453183
19810813,-0.003458512018557205
19810814,-0.003666840544767983
19810815,-0.003817309493795188
19810816,-0.003443219349856925
19810817,-0.003137225643694828
19810818,-0.0033323670534462294
19810819,-0.003108724971520223
19810820,-0.0013166278994396813
19810821,-0.0027807823453826395
19810822,-0.001183847882819947
19810823,-0.002588368657271838
19810824,-0.0018467470415387643
19810825,-0.002465986806457878
19810826,-0.0024335351748536083
19810827,-0.00219729868806949
19810828,-0.002148851154159279
19810829,-0.002214293694086135
19810830,-0.0021919821747556274
19810831,-0.0028398865790036625
19810901,-0.0023857312446503892
19810902,-0.0020350969728027525
19810903,-0.0029872240599458674
19810904,-0.003002987490008642
19810905,-0.003051720412832787
19810906,-0.003006640595374214
19810907,-0.0025488405357912596
19810908,-0.001492059271543525
19810909,-0.002058766224011412
19810910,-0.002414253962506245
19810911,-0.0009396191825787447
19810912,-0.0013534609770129934
19810913,-0.002395944206327887
19810914,-0.0020031600634738194
19810915,-0.0009856740920857904
19810916,-0.0016729817856858586
19810917,-0.0014817142163520986
19810918,-0.0021331931177967956
19810919,-0.0014768195829915091
19810920,-0.0026635928696041237
19810921,-0.0017815416188409652
19810922,-0.0011355244929079264
19810923,-0.0017414512373339786
19810924,-0.001509943853766908
19810925,-0.000989845107941618
19810926,-0.0016194813200297847
19810927,-0.002154045625942357
19810928,-0.0011900071650446714
19810929,-0.001497035521002405
19810930,-0.0017544245584490135
19811001,-0.001821999709653995
19811002,-0.0008521706659627675
19811003,-0.0014309154043189336
19811004,-0.0018883953014430502
19811005,-0.0010941215254655103
19811006,-0.001918349190144357
19811007,-0.0018418948012250429
19811008,-0.0012303010081542213
19811009,-0.0018159051314696538
19811010,-0.0021273782000602176
19811011,-0.0024892836451023363
19811012,-0.0008295357486313349
19811013,-0.0015006704504930033
19811014,-0.000862520942106308
19811015,-0.0006546947360949635
19811016,-0.0009452784830542354
19811017,-0.0006461908178796495
19811018,-0.0008435310986538528
19811019,-0.0008981281984718633
19811020,-0.0009847241235739865
19811021,-0.0010107441694121968
19811022,-0.0009490548934931404
19811023,-0.0006888679100569097
19811024,-0.0008154406798651653
19811025,-0.0006973803392921233
19811026,-0.0009192096389090183
19811027,-0.0006206435146055909
19811028,-0.0008583415021408439
19811029,-0.0011454461218317286
19811030,-0.0008228193378997553
19811031,-0.0008215878776368146
19811101,-0.00035756146323236366
19811102,-0.0005687175734367063
19811103,-0.0004735809726908727
19811104,-0.0005812071152854039
19811105,-0.000722098851901217
19811106,-0.0006853803287771066
19811107,-0.0006892918191729864
19811108,-0.00043192667763184794
19811109,-0.0004001988563020598
19811110,-0.0003388205049449998
19811111,-0.00036658013713846994
19811112,-0.00010464240451618004
19811113,-0.0006309370688203207
19811114,-0.0008556858395209484
19811115,-0.000386239622269219
19811116,-0.00044352117558541903
19811117,-0.0005756257821183923
19811118,-0.0004468258509305049
19811119,-0.00027616171879735196
19811120,-0.0007541594591251315
19811121,-0.00032960101964567696
19811122,-0.00042434978009684376
19811123,-0.0006677542461827931
19811124,-0.0010898930408589894
19811125,-0.00047338804031874643
19811126,-0.0003164703174605868
19811127,-0.0010705971284086927
19811128,-0.0008685350266610792
19811129,-0.0006912087562655768
19811130,-0.00017420079326311126
19811201,-0.000732589502394704
19811202,-0.0002885359779983512
19811203,-0.0003269924408743394
19811204,-0.00027315651988807366
19811205,-0.0004784441422465039
19811206,-0.00030537091242832496
19811207,-0.0003846662743379862
19811208,-0.0007837900859493604
19811209,-0.0005707289065105632
19811210,-0.0004197659438578776
19811211,-2.2685989385685203e-05
19811212,-0.00041102163320869936
19811213,-0.00034297445113787203
19811214,-0.000568720768094326
19811215,-0.0006425002680625167
19811216,-0.00031518241791866474
19811217,-0.00010090535107094313
19811218,-0.0002472765923576947
19811219,-0.00011560269948116836
19811220,-0.00012251558354693792
19811221,-0.0001570097305359107
19811222,1.4753217018128822e-05
19811223,3.273837417889422e-05
19811224,-1.343602246777936e-05
19811225,-0.00015108078930972248
19811226,-4.5526725933696196e-05
19811227,-9.717329744527887e-05
19811228,-5.898641701510827e-05
19811229,7.325178388566647e-05
19811230,-0.00044400821941626084
19811231,-0.00014114528624765155
19820101,3.453307629876264e-05
19820102,-0.0002982154329140503
19820103,-0.00043647999526005073
19820104,-0.0009583266373873167
19820105,-0.0012528412407752999
19820106,-0.0009680117517899146
19820107,-0.0001610164589677451
19820108,-0.00013872003731399301
19820109,-8.982789778064043e-05
19820110,-0.0003537079210422289
19820111,-0.00014712097618638974
19820112,-0.00027017508834264954
19820113,-0.00012638510183344157
19820114,-6.410421450394445e-05
19820115,-6.459922681536595e-05
19820116,-3.910475710279003e-05
19820117,6.760490272667038e-06
19820118,3.958366904717295e-05
19820119,-4.4509607201733725e-06
19820120,-1.1438761180108225e-05
19820121,2.3566693440694215e-06
19820122,-1.0077517773020585e-05
19820123,-0.0002426372037474759
19820124,-0.00014134374623839632
19820125,-0.0002094250461689301
19820126,-4.437446737776126e-06
19820127,-0.00018540918091421057
19820128,-0.0004207736092437842
19820129,0.00015516767409488926
19820130,2.647088563712843e-05
19820131,-0.00016560971605692534
19820201,-0.0005549752473425822
19820202,-0.000492915016307585
19820203,-0.0003248775339998537
19820204,-0.00027057304257036875
19820205,-0.0002885004618505573
19820206,-0.0001956742919002817
19820207,-0.00041953134390371367
19820208,-0.0006425826399161693
19820209,-0.0005220537768429779
19820210,-0.0005658723283601457
19820211,-0.0006286166401156445
19820212,-0.0003967645666149019
19820213,-0.0007575735098240118
19820214,-0.0006210524218247459
19820215,-0.0006937326271430544
19820216,-0.0006970600186889585
19820217,-0.00044453690336256036
19820218,-0.0006003700467205221
19820219,-0.0004581477545622792
19820220,-0.0005964062168313341
19820221,-0.0008283121666978072
19820222,-0.0006214677866216528
19820223,-0.0002682739602611505
19820224,-0.0002844602797298263
19820225,-0.00021246265489876023
19820226,-0.00013903026701344806
19820227,-0.00018935658320517844
19820228,8.126261656581717e-05
19820301,-0.0006124144703401202
19820302,-0.00142772323169493
19820303,-0.001113808249068802
19820304,-0.0017777267566673118
19820305,-0.0011399833967954307
19820306,-0.0010813707409371481
19820307,-0.0009408133868425726
19820308,-0.0009087915200230827
19820309,-0.0009063871658926958
19820310,-0.0012476642773219526
19820311,-0.001985526004193557
19820312,-0.00131804343004559
19820313,-0.0011908911167606965
19820314,-0.001123962997432626
19820315,-0.001815015714197589
19820316,-0.001824827841881476
19820317,-0.0011917442064334552
19820318,-0.000989081967149525
19820319,-0.0012684146247454702
19820320,-0.0011480969370895083
19820321,-0.0011680798528954188
19820322,-0.001018437839265957
19820323,-0.001592035103882692
19820324,-0.0019843151225866023
19820325,-0.0021381428211026377
19820326,-0.002165745327000992
19820327,-0.002047495060720442
19820328,-0.0014843301539128626
19820329,-0.0016767061841427534
19820330,-0.0015659271800175412
19820331,-0.0016278162189711466
19820401,-0.002257292316343913
19820402,-0.00182923469040278
19820403,-0.0017880343279066484
19820404,-0.0026941892508044233
19820405,-0.0025697207314859015
19820406,-0.0019469301027485507
19820407,-0.001627920247912214
19820408,-0.002516107787977584
19820409,-0.0018533171267993637
19820410,-0.001735424704173026
19820411,-0.0018626560835797565
19820412,-0.001628043770199444
19820413,-0.0019941366169868224
19820414,-0.0024632976113581236
19820415,-0.003040838165658934
19820416,-0.0031673128652842083
19820417,-0.002717730643480927
19820418,-0.002633406383464482
19820419,-0.00305707325385499
19820420,-0.0024835071722954624
19820421,-0.0022199236695129064
19820422,-0.002311191384752115
19820423,-0.002680146713779443
19820424,-0.002075538505754148
19820425,-0.002415237166894121
19820426,-0.0011965519611989329
19820427,-0.002025880454916374
19820428,-0.0014373608675660983
19820429,-0.001491973717323056
19820430,-0.0021833218354928192
19820501,-0.0017577864653757697
19820502,-0.002216016132577609
19820503,-0.0026115414946984807
19820504,-0.0018391669126722693
19820505,-0.0023777561664465583
19820506,-0.002144781883386549
19820507,-0.002830934516501994
19820508,-0.0025349149077929073
19820509,-0.0026463396932581524
19820510,-0.0028713804443354033
19820511,-0.0026765765307941165
19820512,-0.0037630111830084904
19820513,-0.004171963869804845
19820514,-0.0042873113344420784
19820515,-0.0043669779994847495
19820516,-0.0041141293115121306
19820517,-0.002845368025415699
19820518,-0.0032000538293727562
19820519,-0.0033051636549626244
19820520,-0.0031018631574795453
19820521,-0.002645265799543286
19820522,-0.0016353362915336564
19820523,-0.0024779129937478363
19820524,-0.002870459437397073
19820525,-0.0031935888311768468
19820526,-0.00450712899397934
19820527,-0.0043662668341414666
19820528,-0.002943792542906709
19820529,-0.004097556756953044
19820530,-0.004740312803693965
19820531,-0.004008672640301281
19820601,-0.003938217169595514
19820602,-0.003873544468012199
19820603,-0.00416960885302788
19820604,-0.0039564068354439215
19820605,-0.0033402844620823244
19820606,-0.0036843984346787793
19820607,-0.0032047507785162095
19820608,-0.0032463217298665534
19820609,-0.004254808962620543
19820610,-0.004367570419902023
19820611,-0.0021946157788677975
19820612,-0.003676798806453831
19820613,-0.0034007988778969734
19820614,-0.0025987770133134606
19820615,-0.0028784679892147036
19820616,-0.0014156450085195252
19820617,-0.003268665316579725
19820618,-0.0032233238386793124
19820619,-0.0032531864178260562
19820620,-0.003592087863661124
19820621,-0.002860840729675591
19820622,-0.0026273703650789614
19820623,-0.0038937776361176336
19820624,-0.003341643374872172
19820625,-0.0037826863641816453
19820626,-0.0036923670243296544
19820627,-0.003038081172812276
19820628,-0.002104558574892434
19820629,-0.0029356849816227775
19820630,-0.003126121090253188
19820701,-0.0033237929035048277
19820702,-0.004125778995992057
19820703,-0.002947612025817676
19820704,-0.0037422622058681664
19820705,-0.003774954867218963
19820706,-0.0034541301475688496
19820707,-0.0032717152667621975
19820708,-0.004671973612409855
19820709,-0.00522256821983347
19820710,-0.004285169716676308
19820711,-0.004541956722883528
19820712,-0.004878478994541793
19820713,-0.004307978135046658
19820714,-0.0039028080764709045
19820715,-0.004009255239341985
19820716,-0.00336483385665957
19820717,-0.0034450165440336545
19820718,-0.003083567920897359
19820719,-0.0033641663985087464
19820720,-0.003215727852510098
19820721,-0.003147732828667856
19820722,-0.0025480407031385753
19820723,-0.002256562355650497
19820724,-0.002253493165203176
19820725,-0.00249954846018868
19820726,-0.0017970043926694575
19820727,-0.0026095537092544535
19820728,-0.0027752378220906953
19820729,-0.003234897020371633
19820730,-0.0035494433153835632
19820731,-0.002222310516020296
19820801,-0.00289785355192522
19820802,-0.0030962886193717223
19820803,-0.002539455146369065
19820804,-0.002540431078849805
