system:index,precipitation
20000601000000,0.053670011367822734
20000701000000,0.2743348503958237
20000801000000,0.1014888400481589
20000901000000,0.15178512982548564
20001001000000,0.13656746204188408
20001101000000,0.1845229593488771
20001201000000,0.12073874815097414
20010101000000,0.1685675899810191
20010201000000,0.12590440233620584
20010301000000,0.26908894129420774
20010401000000,0.18339033864938445
20010501000000,0.06260075186896083
20010601000000,0.09772643512701519
20010701000000,0.13578355045504933
20010801000000,0.11049178706262193
20010901000000,0.1867588640031253
20011001000000,0.10458644477486005
20011101000000,0.16439137228488773
20011201000000,0.12857721202318365
20020101000000,0.09335530560791407
20020201000000,0.294542096667485
20020301000000,0.12054754545821858
20020401000000,0.06968258282972352
20020501000000,0.11283335524818522
20020601000000,0.06759740081654862
20020701000000,0.11540563266313422
20020801000000,0.1356428278080164
20020901000000,0.0722391778556398
20021001000000,0.1742560373635144
20021101000000,0.2271509458200138
20021201000000,0.13906429134199222
20030101000000,0.1780554416173991
20030201000000,0.04557759559382928
20030301000000,0.052191611165125676
20030401000000,0.07651556030150453
20030501000000,0.11518215043550266
20030601000000,0.06281457326791327
20030701000000,0.08945072926247796
20030801000000,0.0665060480386745
20030901000000,0.06012329739646647
20031001000000,0.13831308276634702
20031101000000,0.08564834990547399
20031201000000,0.08003546432476656
20040101000000,0.22747319831140936
20040201000000,0.05926940016593663
20040301000000,0.0634486653427924
20040401000000,0.08096417108413935
20040501000000,0.09333999522087072
20040601000000,0.08846595462027361
20040701000000,0.12405045290410112
20040801000000,0.20023484003118108
20040901000000,0.06999793982559775
20041001000000,0.1507043626462902
20041101000000,0.08109546147710171
20041201000000,0.09853530283800434
20050101000000,0.0989101086668966
20050201000000,0.12304376877494305
20050301000000,0.06022317033967895
20050401000000,0.1220797746735916
20050501000000,0.10655971718892444
20050601000000,0.07739320140159542
20050701000000,0.12630229024202103
20050801000000,0.08044036987735
20050901000000,0.10126708492113573
20051001000000,0.06795040839998069
20051101000000,0.0765122570186626
20051201000000,0.12173192811279575
20060101000000,0.05081092876231726
20060201000000,0.11900644771917929
20060301000000,0.17726364979693732
20060401000000,0.07305340104645816
20060501000000,0.16760690290230595
20060601000000,0.06635215293824863
20060701000000,0.04648226804699142
20060801000000,0.24242204185915298
20060901000000,0.08659544190303137
20061001000000,0.15641105467422978
20061101000000,0.10840405549138772
20061201000000,0.10455989781625812
20070101000000,0.15442609897830556
20070201000000,0.20642263153389065
20070301000000,0.14596251702094082
20070401000000,0.01124777453345858
20070501000000,0.16943003998093004
20070601000000,0.16872663001893887
20070701000000,0.15921870764376522
20070801000000,0.16492515791660353
20070901000000,0.09088629748068493
20071001000000,0.033695168407161344
20071101000000,0.10878397706292915
20071201000000,0.15303428820708126
20080101000000,0.12083431647506522
20080201000000,0.12051032259201727
20080301000000,0.18246310063910942
20080401000000,0.12453531023043084
20080501000000,0.08168737147806018
20080601000000,0.1014827799456744
20080701000000,0.1074096686074365
20080801000000,0.1280237515711872
20080901000000,0.1293089977629938
20081001000000,0.12477678952931132
20081101000000,0.07030981144979866
20081201000000,0.098485856262798
20090101000000,0.07697780128975007
20090201000000,0.12308944261392002
20090301000000,0.13378529965268962
20090401000000,0.06943927148873258
20090501000000,0.07828556210209353
20090601000000,0.1309434742193707
20090701000000,0.14762791116126067
20090801000000,0.06449750679766234
20090901000000,0.05771643785918049
20091001000000,0.0757894037656181
20091101000000,0.20376773747494384
20091201000000,0.18078972005171068
20100101000000,0.08768851181350046
20100201000000,0.1520018570239991
20100301000000,0.08661170209909443
20100401000000,0.03563285074649387
20100501000000,0.13408298203536667
20100601000000,0.08447883919165902
20100701000000,0.09744059234393128
20100801000000,0.20301490560292176
20100901000000,0.1128537648579848
20101001000000,0.06505691360322646
20101101000000,0.1592519717444431
20101201000000,0.20318669768161776
20110101000000,0.1232188446571238
20110201000000,0.058751766911716706
20110301000000,0.032864390260420186
20110401000000,0.03588283560778003
20110501000000,0.05158149553360802
20110601000000,0.13277272149634697
20110701000000,0.1110167679305083
20110801000000,0.1457985109746269
20110901000000,0.06690855956967649
20111001000000,0.06902432030683717
20111101000000,0.01659710815194865
20111201000000,0.28121352025597773
20120101000000,0.1725332548625982
20120201000000,0.03479292088624763
20120301000000,0.03452771567837322
20120401000000,0.11806027587425555
20120501000000,0.10932057129630805
