system:index,precipitation
20100101,0.3358004560884749
20100102,0.004404254720356642
20100103,0.0
20100104,0.0
20100105,0.0
20100106,0.4948452465794753
20100107,0.7912127553990317
20100108,1.1259209902086589
20100109,2.263187363776932
20100110,0.0
20100111,0.0
20100112,0.0
20100113,0.28852860562886
20100114,0.0
20100115,0.0
20100116,16.148583308570633
20100117,0.20865859266003403
20100118,0.01753207171206746
20100119,0.0
20100120,0.0
20100121,0.0
20100122,0.0
20100123,1.1527064136783558
20100124,1.9165983803550921
20100125,0.007534834992828041
20100126,0.010439301504898
20100127,7.610283591021638
20100128,1.5780895675537698
20100129,9.388497754723542
20100130,0.0
20100131,0.085477129694545
20100201,0.0
20100202,13.347663685499304
20100203,0.6060799265136536
20100204,0.18067791202266203
20100205,13.237399058520419
20100206,0.02644707196890161
20100207,0.0
20100208,0.0
20100209,0.0
20100210,0.0
20100211,0.7817607693031149
20100212,0.20684537803519937
20100213,0.0
20100214,0.014989112246794438
20100215,0.0
20100216,0.0
20100217,0.009180273384651076
20100218,0.0
20100219,3.6675002479957093
20100220,0.0
20100221,0.3517522130158279
20100222,0.9427537752314548
20100223,0.6255324188796361
20100224,2.612029126517126
20100225,17.96576085444801
20100226,2.0498040835961238
20100227,2.4754419242668577
20100228,1.2840883390945137
20100301,0.020395299082769814
20100302,0.0037421832403887524
20100303,0.1408943621270821
20100304,0.024150826769022884
20100305,0.0
20100306,0.1926978517641792
20100307,0.0
20100308,0.0
20100309,0.1409933005513745
20100310,4.564463844056297
20100311,0.385875963072622
20100312,0.0
20100313,0.0
20100314,0.0
20100315,0.010654592878959916
20100316,0.052019654067831475
20100317,0.11752124567415016
20100318,0.1704177140042377
20100319,4.595678313008774
20100320,3.3610134960922373
20100321,0.5628708598210097
20100322,0.0
20100323,0.0
20100324,0.4132881297151133
20100325,0.14443551763651744
20100326,21.786569789549535
20100327,4.35683729541495
20100328,0.5237415826833005
20100329,1.7053842609304994
20100330,2.859228546915606
20100331,0.11803190676943316
20100401,4.219687828150294
20100402,3.618511310285794
20100403,0.5694784076556537
20100404,1.050610715422067
20100405,0.0
20100406,0.0
20100407,0.33443940221613827
20100408,16.21501983879052
20100409,0.0
20100410,0.0
20100411,0.0
20100412,0.004238963696128775
20100413,1.1230617484474588
20100414,0.009058602516957856
20100415,0.0
20100416,0.0
20100417,0.0
20100418,0.0
20100419,0.0
20100420,0.03307965094508831
20100421,0.0
20100422,4.856399628417604E-5
20100423,0.0
20100424,0.0
20100425,0.9999645885922945
20100426,0.01009896997006786
20100427,0.0
20100428,0.0
20100429,0.0
20100430,1.1478910452651145
20100501,0.1522785508678579
20100502,0.1899354461601492
20100503,0.2089194387784801
20100504,1.4036618971943506
20100505,4.514763490780055
20100506,16.43316701761052
20100507,0.006325833028594309
20100508,0.0
20100509,2.938918799108523
20100510,0.026270742457093495
20100511,6.173488223768293
20100512,0.0
20100513,3.4697095507784708
20100514,0.06254805546068974
20100515,0.0
20100516,0.0
20100517,0.08187853778594963
20100518,0.0
20100519,0.013289012785928056
20100520,0.0
20100521,0.0
20100522,0.0
20100523,0.0
20100524,0.0
20100525,4.027305673033069
20100526,10.087047587525504
20100527,0.15435882024994674
20100528,0.11964842212474106
20100529,14.38621173054885
20100530,15.686426075174431
20100531,0.0
20100601,1.2258690118291344
20100602,0.0
20100603,0.0
20100604,0.0
20100605,0.0
20100606,14.754311614180962
20100607,0.2313799853200542
20100608,0.072145608699499
20100609,11.345002159980831
20100610,22.733907264441804
20100611,14.175722751714808
20100612,0.0
20100613,0.0
20100614,0.26621544075579756
20100615,2.792811184805683
20100616,1.7326446742083639
20100617,0.048710244712519224
20100618,0.0
20100619,0.0047616444865648255
20100620,0.0
20100621,0.002136833161656384
20100622,0.0
20100623,0.0
20100624,0.0
20100625,0.0
20100626,0.0
20100627,0.02211779581285696
20100628,0.0
20100629,0.02703137962482293
20100630,0.0
20100701,0.021859833305715812
20100702,0.10899393790828933
20100703,9.673692351324082
20100704,2.2129484155540906
20100705,0.0
20100706,0.0
20100707,0.0
20100708,0.0
20100709,0.3132184675023143
20100710,4.306998566067703
20100711,20.313919505142422
20100712,14.786048597245475
20100713,0.0
20100714,8.694871479938971
20100715,0.0
20100716,0.13888335029048862
20100717,1.3221622481970474
20100718,0.0
20100719,0.0
20100720,0.0
20100721,0.002562386338038035
20100722,3.299780612560996
20100723,0.08676516421445164
20100724,0.0
20100725,0.0
20100726,0.46467262439350576
20100727,0.0
20100728,0.9077665370634356
20100729,0.02812276649431956
20100730,0.0
20100731,0.0
20100801,4.277133164439681
20100802,0.6453281684689713
20100803,0.0
20100804,0.8248675888808236
20100805,1.4705190698225195
20100806,0.0
20100807,0.0
20100808,0.23428409542781872
20100809,0.0
20100810,0.1277755355467164
20100811,3.8128806397515587
20100812,2.174555333926512
20100813,0.0
20100814,0.34874018242393706
20100815,26.09478361211328
20100816,2.06595567931502
20100817,0.2721491044349838
20100818,0.0687896482287665
20100819,0.0
20100820,0.0
20100821,0.0
20100822,5.395881011542023
20100823,12.876616154670195
20100824,0.42506787481907415
20100825,0.0
20100826,28.985585744348064
20100827,27.477075380336764
20100828,0.0
20100829,0.16350406339910217
20100830,0.14243673938615
20100831,0.0
20100901,0.0
20100902,0.0339757710490578
20100903,0.2124106170452673
20100904,0.0
20100905,0.0
20100906,18.13207208669071
20100907,12.515325180567121
20100908,1.2782222289752385
20100909,0.14260439204663866
20100910,0.0
20100911,0.0
20100912,1.4566494444026705
20100913,0.0
20100914,2.9738037640024806
20100915,3.5954575404363016
20100916,1.4350198465524708
20100917,0.02431252310723768
20100918,0.0
20100919,0.0
20100920,0.0
20100921,0.0
20100922,0.0
20100923,9.43329547207089
20100924,17.903689099859328
20100925,0.0
20100926,0.25317625154221474
20100927,0.040163062944561616
20100928,0.11825218957180561
20100929,0.0
20100930,1.4206681361793
20101001,0.07929239855148298
20101002,0.2003438042037671
20101003,1.7716797369528916
20101004,0.7605318858924083
20101005,0.15704280994494957
20101006,0.0
20101007,0.0
20101008,0.0
20101009,0.0
