system:index,total_precipitation_sum
201001,0.06212690657724311
201002,0.09301633583281635
201003,0.06189046999162844
201004,0.035603549436594883
201005,0.11023899116375128
201006,0.06216430748985752
201007,0.07463457343241746
201008,0.1406172184338256
201009,0.0909767975122247
201010,0.04853579659318697
201011,0.1103478047599373
201012,0.14265814226466603
201101,0.08329305691844062
201102,0.03716626515611328
201103,0.026446928411282274
201104,0.025501559362195225
201105,0.029852944045190632
201106,0.08156026385058301
201107,0.08708540198025339
201108,0.10949576364974795
201109,0.04594694534239122
201110,0.04839410615393021
201111,0.012591748919361588
201112,0.19976547449082888
201201,0.11051581245211232
201202,0.02361989099575371
201203,0.029900903767910398
201204,0.10248507273576253
201205,0.1068622016589597
201206,0.11799286401217302
201207,0.10106673375526563
201208,0.05578017425054287
201209,0.07656686026814118
201210,0.08600302559828836
201211,0.08373942926669975
201212,0.13996978899666487
